"Abundance: F1: Sample, Total Proteins, Total1, 1","Abundance: F2: Sample, Total Proteins, Total1, 2","Abundance: F7: Sample, No Wash, MF1, 1","Abundance: F8: Sample, No Wash, MF1, 2"
5014948.197,4861389.43,11802341.13,16502336
2158763.5,2537561.75,5781094.813,4805700.25
5123712.75,6208151,11137179.13,10086571.88
1250232.125,1433207.125,1104086,1234999.625
6707963.875,9222601.313,8862225.121,7428429.375
2879359.75,5152002,14864659,12105157
20385236.87,24098884.23,31110908,27277985.53
1020211.316,1868394.313,18796026.03,21763905.84
,,284500.9688,502800.3438
1934513.738,4047658.891,16676704.91,19766431.44
45883612.59,59817655.41,125628086.5,131985281.8
21437735.69,28075674.13,3397479.25,3558876.063
49795792.02,61602947.59,149650354.6,160298666.9
43861965.07,60417468.21,171185255.2,175833072.8
2463843.969,4210885.758,34495389.59,36622636.5
22708.85352,15578.49609,1279392,2153269
8649707.855,11958227.8,46860830.78,50131091.44
5362983.258,7889969.117,24290070.75,23786612.13
97578.98438,419122.4688,1035829.938,962832.625
2143472.744,2270335.459,4119750.125,4959520.625
3902780.77,5581532.828,10119833.56,14858208.31
584457.8359,905358.7031,2377752.25,2585667.25
280606.0234,478257.9375,1566977.898,1120604.813
,,2659363,2734996.25
154081.4414,280493.6836,2885379.594,3119735
6310003.078,8091862.328,15443460.42,19169359.89
632890.875,882602.25,1959507.75,1971696.5
561817.4219,771356.4063,2550768.875,2643053.938
205433.5625,377068.4063,725154.8125,704137.75
1388452.844,2136310.342,8035159.5,8287764.125
82329240.59,91779340.13,237342980.1,248566158.2
,,2496987,2501330
36363576.81,50404427.84,140904318.4,166076819.8
42395366.13,59356745.96,225036918.1,246689377.8
83158338.47,91624942.79,213251245.1,229317882.1
34770676.09,46336737.62,161286191.9,173564443.2
11476598.3,13800625.11,5679347.516,5158637.563
20973791.13,27442690.78,12358569.75,14125073.06
,,1499006.75,1816637
40596452.33,50190208.84,111735830,132126154.6
,,595389.375,772660.6875
1306294,3967751.813,12497408.95,13208402.13
,,,
349242015,468364472.2,2538685548,2705900826
53487.85547,100242.2422,1669875.875,2089896
,,,
57079.73828,95646.6875,6506638.734,6662074.938
6561976.719,10077457.69,36830610.34,38651716.19
10724438.48,14583826.66,42451424.13,48892161.13
958268.375,950724.5,683582.125,586727.1875
1390043,1812179.438,13824832.25,14450130
1941468.914,2818125.37,63604666.2,68266836.8
1055957.191,1208951.616,22802247.28,19718829.78
,,656346.5,730542
443036.4531,790853.6563,3037737.313,3104161.813
,,1965736.5,1938948.5
1062187.438,1139299.706,21504458.84,21325404.55
3162347.57,2430476.406,29089137.97,30478771.22
941524.7363,1677031,421000.1191,1143462.834
6622022.914,8685126.336,45400898.63,47619954.81
9313304.109,8676655.602,20772813.3,22294848.28
1777326.125,2929587.25,8268165.375,8761670.25
1508972.25,2648992.75,10567398,11412608
,,,1428818.625
6211047.188,7141106.75,14831869.14,18621492.64
9065664.938,12585392,1022356.953,1037408.516
2008563,3917451.109,7341931.125,9500510.625
,,543185.6875,673091.9375
829470.625,1611944.5,34942.51172,52355.67188
620666.5078,949121.5938,21997684.81,25957405.63
2510742.725,2896531.934,4265932.125,5899919.375
,,176574.3125,220050.4688
,,,
11504663.38,17611435.88,11088376.81,12137636.13
8216529.451,12042074.39,20551731.92,23824387.64
884027.8828,1049519.641,23006237.72,26338029.63
50940.96484,,445413.4063,394892.9688
3058272.852,3134531.25,24283808,27960346.75
36440515.01,47995431.47,29858552.84,32066201.53
3939781.5,5002682.563,3369045.75,2886901.25
5811283.344,8182293.625,10693166.13,10895677.53
,,1296934,1777960.125
123102.4922,212568.0215,1034297.188,1460036.5
3326471.703,4009097.313,6311915,6013277
3291675.605,3856616.68,3524498.344,5217378.445
2812052.75,3558054.25,1381446.875,433297
2320579.813,2685065.313,486600.1523,349801.1523
1238689.625,1697965.5,845478.0625,
18870471.14,23788891.53,185031915,203734832.1
2512550.416,3146099.852,29595544,32229250.75
3474499.875,4475696.875,27637435.88,31962740.69
,,,
8295165.219,10352590.22,5101524.797,5819145.12
9198424.836,10406861.71,8956929,13952109.21
612607.666,807566.1836,7374696.781,7793396.406
1488632.547,1787408.859,3914825.938,4238311.438
35100104.23,45645363.18,93015902.61,97335516.42
4362990,5800403,32314010.47,36594786.47
1093262.906,1298693.813,12430579.5,13323513.5
,,957974.4375,1078540.25
132163.4277,182014.1094,544172.5313,575367.2813
1231845.93,1320100.742,28960685.38,29979910.75
13639838,15661389.48,7672579.219,10055666
53393.34375,,842909.3438,859093.125
,,,
11300241.65,13049365.4,41653284.25,44861650.53
,,125863.1875,176816.2969
303161.8086,,9299546.5,10430660.5
180733.1094,109128.2422,5426913.375,6093357.375
25527753.26,36199854.58,159490727.4,168123528.3
,,282547.4609,259138.7891
,,222471.8125,245621.2344
2327535.979,3693292.971,52428149.16,57831446.22
4406397.5,3361748.5,755248.4375,747778.25
1182045.75,1579891.625,,
,,1253219.078,1747553.922
104957.6309,193018.166,4215368.469,6969451.344
642227.5625,,5777662.188,5752027
2664599.375,5323172.531,9855562.938,10863140.05
19545426.22,25736034.75,283875512.1,290905442.8
106786.1797,1183061.813,53714305.05,57359467.11
1997193.313,3018872.289,4324540.248,4076888.264
1059424.531,2913869.875,8357154.75,9504763.25
,,1488159.656,1724139.219
,244784.9375,7928076.016,7620360.359
44230.53516,104471.6641,1974037.719,2348600.969
6383396.742,7569380.078,71882062.25,75595167.06
2668003.133,3568634.805,46639359.53,50177715.16
140952636.8,182913817.8,651393060.4,585164801.2
980048.0625,1046987.594,2738354.734,3723215.75
444429.8574,856450.3848,6173554.375,7892708.625
,,,
31811103.46,37811753.6,63716409.33,72656032.78
2936012,3146917.5,1430422.375,1320495.625
111269820.2,143207293.6,455297996.7,479204212.5
1480297.563,1243746.25,13473124.5,16547166
45154825.29,58134256.91,4867484.6,5504957.721
55303476.44,74860850.44,7552668.65,6685285.199
1375595993,1868669007,1894105904,1864848146
7651743.063,14991691.16,23681615.67,28302505.09
52989873.57,73599304.13,289680226,328638764.4
107837443.3,135744991.6,580577051.4,622336000.2
197210294,266372487.5,1412692706,1437062538
694177154.7,916108901.7,528905749.8,532509878.5
549271.5,691708.125,,421068.0625
,,,
193128433.5,260502373.9,25035930.07,25866246.94
459021.9063,424558.0938,894105.875,1567271.5
839049.584,1313368.91,6985904.875,7659789.125
1397515.969,1601205.875,15166645,17553146.63
,14420.80469,8154387.688,8443411
5892366.188,6901908.875,6006191.934,5939122.5
283360.8125,502606.9688,2355335.625,2295228.969
1632681.875,1788941.625,1015938.438,1319167.563
2169924.906,3097697.813,1824363.063,1839812.063
324865809.8,399265342.4,652074417.2,713462376.5
116234.7969,111647.707,1799484.469,2052581.813
29132537.94,38245911.5,49950533.88,60376915.94
8001904.082,12670855.06,44277751.14,48717039.31
245719232.5,321966041.1,575322500,601625696.9
207023.082,8650613.195,5939219.531,6493936.844
4976009.531,4225863.375,4007380.02,3429745.211
4023020.203,6533228.875,4536741.508,6312116.945
2294284.82,3587781.473,23073018.84,24878687.78
17617999.21,26564808.11,184447151,219947663.8
29658919.78,21532838.55,15740063.88,20059804.57
211860.1719,241956.8125,421278.4688,502935.1875
66593646.29,80504994.77,65989288.67,72593987.64
32515952,42560933.7,6990225.48,7746457.031
28817303.75,38589419.75,4786192.406,5020402.281
19234313.25,33372717,60932973.75,59484632.63
19960579.81,24505293.52,5421967.352,6499934.719
22160723.16,35401870.2,206898662,227253313.9
,,7454167.5,7580274.5
3894452.733,5147468.828,8768151.297,9320212.219
,330157.9375,1759493.125,1723829.375
5064853.688,10955961.75,13975544.25,15614953.25
8169196.141,8118210.781,16622094,16835302.5
10759971,10935177.25,32436.14648,551530.8066
953429.9531,1228913.813,1097078.07,946920.2656
6163014.594,8125247.969,1206423.684,1394620.773
,,,
157044631.7,189535915.9,177452252.4,196419544.3
206319953.8,265299011.8,312603111.1,350099125
34201300.63,42236328.43,49964613.38,55323148.15
5517214.75,6371542.75,708854.875,8379951.594
,354986.7188,1443006.184,1504165.773
4764976.604,7446454.477,16842888.92,19241456.88
5372640.145,6576212.445,34984430.5,43857246.75
7723092.803,10550582.8,35389287.53,35949355.63
,,1099587,1185914.5
227748.5313,481742.5313,,
24503.04883,50030.44531,4939928.75,5745107.75
10552679.39,15752506.7,33806114.58,36128244.03
2537718.977,950988.1387,19611931.03,22807238.31
,,5751470.375,6833753.75
409217.875,400268.25,397646.5625,505524.7813
,,134028.5313,191547.1719
9928530.875,14060177.63,11133042.92,11529842.97
2900825.75,4864848.5,5222576.406,4145242.25
70445465.52,96732851.38,229706010.7,220939575.6
21588285.54,28926694.26,44369572,43490746.09
8940959.575,11030053.51,225698402.8,232830184.4
4084375.5,5024754.5,2462209.375,2485858.188
4502722.801,6163762.41,32637377.38,37104600.56
30928012.52,38376914.68,337105366.6,364763735.2
15276193,20378796.71,107137980.6,121318639
,,,
58698554.5,85949657.1,391757945,402721514.9
7002974.925,9368149.125,46882062.09,52802082.81
61146779.46,72121469.54,478910838.6,500815181.4
64415694.15,79652031.8,230243889,229411081.7
49463564.8,67374706.14,290871866.6,313692524.8
38903435.14,49005507.87,150003556.9,161396109.3
21718423.6,30866945.98,240620644.7,239555272.4
27064149.98,35261967.73,132625465.3,144907379.9
4673304.438,5759255.5,52017934.46,56237496.83
5311405.939,7152990.914,57841975.3,54936175.03
22781443.24,27251592.86,94567389.06,99865445.75
2107884.865,3263231.375,9332716.75,10224180.5
11336901.83,16316684.38,84308480.39,96322343.39
17269282.05,20989512.37,169413182.9,182019291
9782659.188,14394590.78,67891725.03,78219250.53
84732.07813,100720.8672,595971.125,690479.375
14333898.5,20948883,12065863.24,11721975.86
,,,
231902,501512.9375,807881.4375,762980.3125
5605499.5,6765948,999250.875,1618210.125
10542462.18,14352957.77,22784909.64,23026625.7
138463797.3,177882109,158877156.3,152099446.5
16142191.72,17129315.47,61269551.13,67096769.03
43073983.88,55510655.37,102751673.1,111500183.2
,,3429951.25,3376754
105286.9922,887030.3438,9493048.375,10179660.13
,20778.64453,2314577.875,2468430.844
465630.0469,724204.6094,8457904.063,11056541.88
148307.5156,,4647301.75,5134632.75
81397.72656,103178.0469,1359773.281,1350348.031
,,970833.5,2737852.188
,,1138856.25,1578438
105412.1328,170772.875,2246025,2101652
5698026.367,7715943.64,73567966.94,73401330.25
10874743.11,14702609.92,63462408.08,72886084.38
15395957.05,17937881.75,115696421.3,134887670.3
4358908.828,4553976.992,41432217.44,38472306.94
11088590.3,14524707.13,49613808.52,50276734.67
177540.1113,382104.0664,30072121.66,27705034.05
15661335.68,15190584.55,83401901.86,83195723.06
18056472.2,19109661.59,158725252.7,178257615.7
5513895.5,6162659.25,44808627.09,51974197.38
49480125.1,63011174.36,56006454.56,59812265.22
31428156.88,48288186.31,83909982.69,82761747.97
19392.04883,38000.57813,10171599.77,10836147.47
13754625.23,19076164.71,23367479.64,26639260.14
40506917.01,53171571.43,82397477.36,92376189.86
61614950.04,76731980.42,97094983.99,105295788.6
38016978.94,47678783.81,63650961,69440135.5
4012482.531,5209226.563,4406547.906,3981506
13199570.69,18020179.88,19681240.69,21346732.19
773256.9688,1068005.844,393067.0625,387420.4688
309257.8125,626562.625,73469.67188,
1509509.875,1798086.125,79807.53906,1454432.869
791948.9141,2100538.125,8605312.039,9189481.641
193220336.5,262344522,315321278.6,334283338.7
45066209.62,58258641.31,195202127.4,191124501.8
7017493.762,8667040.375,4380329.313,5922768.469
482107.3125,591045.0781,,40102.35938
5178887.813,5377780.25,21008130.77,23709843.42
14171737.7,22507515.41,7119199.75,7143806.688
281824065.5,356025986,1500884475,1636004402
5353084,7901762.5,,321093.125
4626999.539,5635485.172,3734106.938,4263445.875
10603232.38,12279551.5,67382985,62336258
671691.3125,1183984.375,,
1904813.625,3060566.75,23877221.5,28438376
935298.875,1062156.338,15273534,15339921
3187592.25,5027151.5,,584775.625
2221794.938,2337808.25,51381.11719,330014.1563
39890003.7,55703417.69,57652944.41,35945907.51
66893014.83,85068027.86,96095658.96,116395705.9
23085157.22,27735788.06,101597334.4,110713399.5
3643654.875,4439626.875,,
3304137.73,4589737.012,12510506.06,13770168.81
859384.1836,1576808.066,3996377.375,6297320.125
389074.5938,293082.1563,2146645.438,2647058.906
4805086.5,5876241.563,3721650.521,3744690.273
,,437011.5625,497587.3438
1281696.75,1520310.75,4259260.813,5182634.813
,,1801663.875,2157716.25
,,704111.3125,852042.0625
193003.9063,359526.3125,564774.4375,687976.5
15494117.5,20116379.23,2898122.844,3894038.594
159064.1719,340552.0938,5398304.063,5775019.188
2230180.719,2416212.656,26264641.94,30765971.98
9011300.632,11553914.32,153476227.3,179290134.3
3419424.188,4970355.375,1083262.721,1049552.074
440442181,563326186,397025486.1,447551962.2
,,4803049.5,5171191
15373401.4,22072200.23,3578011.918,4839287.398
3810323.375,5405914.5,4003221.063,4035926.125
2189325.031,2543036.813,,
64483350.34,83218688.31,169818691.9,190625117.6
,,2504243.188,3419809.938
8557737.578,12372793.4,22111553.03,22550398.41
,,4028470,3518439.5
,,5210348.25,6280352.25
54597.66797,169354.8125,497134.875,485623.9688
,1009191.25,1076647.375,1736712.25
3323503.625,2931798.25,424036.2188,340130.7188
7564865,8676538,2936252.75,2940573.25
947985.2695,1436136.572,17963693.69,18712205.94
35082.85938,79877.25,43897408.84,46688418.28
831215.8906,34963.56641,23182621.38,27796756.81
,,5077985.5,6288820.75
2322316,2491148.25,5087810.25,6749444.5
177837.3281,370219.2813,361300.375,484600.6875
2818854.875,3178540.905,13114584.84,13860338.81
88826.50781,137836.7813,890108.3125,1002924
66406.1875,359257.875,1224621.75,1242135.5
1895467.125,2628509.75,2776550.75,3314692.25
7623290.375,9444447.375,28766528.5,35073903.5
293219.2344,360184.9844,17567133.75,17351583.75
1024176.243,720766.4219,48586332.96,50840256.62
10907957.52,13027041.19,146581330.7,146037026.3
15185.13867,21765.27539,12459563.25,13783447.38
,,520424.8906,759503.25
453232.6875,555057.4688,6810808,7065636
11267556.14,13699418.99,154182155.7,171646299.1
2667564.859,3430740.758,46214122.66,70461564.88
3427320.974,2023078.875,71132710.13,89048970.17
3737471.688,4898489.391,61504994.43,73368212.05
2748772.141,4828493.563,34565209.13,38034893
,,1228074.875,
,,4040924.75,5932208.5
,263474,2191712.609,2276798.461
58529553.81,77343132.56,146812848.2,156424808.5
10656347.97,12915978.84,15795721.88,17707148.25
,,2749080.875,3596425.875
512829.3125,1128886.625,6287599.938,7487269.125
,,1030925.125,1320912.625
,,760966.4375,1044617.25
349178.5938,472521.0313,15478737.05,13434614
273910.125,320380.2813,2331565.5,2581486.688
1593393.25,2117338,1116153.125,1177859.5
2834289.375,3318017.125,2707817.75,3047927.75
12570224.38,16373484.28,23875879.63,24133547
101605449.6,118721831.1,128372028.2,142399981.1
1087191.766,3461317.844,11932164.31,14580758.06
297304.5176,210517.2656,4810698.875,4387915.5
64972480.55,77140013.56,16912882.42,15326729.09
17918808.45,22570586.65,227086451.4,247215516.8
1156599.609,398622.3438,2758649.75,3824941
9289470.253,11709694.3,44910611.19,54755011.75
,,410037.9063,521812.5313
10575087.35,15573339.28,54318432.91,56445085.91
49992534.49,70931353.56,520270103.7,564673308.4
939962.75,1509518.75,,
5255292.625,6822648,,
2916282,2863767.75,,
2431212,3217772.75,96764.77344,97335.67188
,,1599110.125,1977880
11103770.69,14482052.69,16117142,934999.1875
3191899.75,4691592.75,5855524.438,5961842.375
685848.25,1108637.75,119906.3125,122066.1328
163888970.5,196845848.5,47878389.52,48165874.11
8779060,,,
10193181.41,12650846.69,5846081.164,6793574.453
1060099061,1347127776,1381574204,1494238357
2497408.449,3138941.125,1831024.625,2070658.844
74470.60156,68757.14063,638327.9375,895546.125
790102,1085878.875,,
1585651.531,2643002,564480,717269.1816
58975908.39,92459133.46,113460725.3,121478705.4
4797610.873,7216671.305,90468503.31,90043766.13
9242016,10045765.75,30975651.61,37513382.7
48176621.48,61538303.02,137750006.6,143416020.1
309431222.4,398564818.8,687989436.8,679249365.1
4232015.598,5399562.059,39811088.19,39964695.67
3089093.563,3071797.25,3064500,3500495.875
29066640.61,37285980.01,19577022.72,19212578.87
2683098.469,3914718.094,2503947.516,2383762.031
4354667.75,5755786.875,7309405.25,7723735
638735.1602,2082955.336,5549035.438,6223988
1621063.984,815595.6719,2854706.844,6853251.031
,,2724925.531,3158796.813
192892.6719,415427.1563,3634500.547,3483118.063
1314218.375,2519301.063,1392655.211,4215175.086
22193.98633,,586572.25,776407.75
26947949.27,35212681.41,4416528.043,4389790.631
,,3393711.938,4744965.5
916000.375,1302024.125,,
3743672.875,4170096.125,2374744.031,2580349.922
1691253.75,2357343,,716592
290958.3125,155955.0313,4215503.25,4820037
276847528.6,370216469.2,132174534.6,134127224.7
1543272.909,1988743.703,40797366.63,47079415.25
,24653.41797,2336326.375,2638355.875
2187940.5,2777086.5,,
,,271006.2813,315694.1563
40210099.27,52316733.14,232485811.4,244451778.2
1353315.75,1843697.512,2779940.813,3412152.75
8610647.75,11315045.13,8054357.438,9032353.125
2215537.5,3104405.5,4067114.336,5283855.398
8588831.992,12459310.88,25944652,29666193.44
408527.1875,472878.75,307898.2813,307789.6563
930336.25,1708257.125,1788004.75,2881594.75
196089.5625,306793.5625,3253367.5,4343517
,287354,4323732,5255809.75
3485055.875,3901726.125,984697.4375,1051037.375
60922.39844,57245.28516,1703432.375,1867546.703
5918202.563,7641263.938,21362867.13,22466435.63
12317324.02,13079177.31,27140043.78,31410860.66
31128147.84,40201586.8,75474517.38,82888807.55
6158356.75,4900139.5,163636.2285,198631.5156
14867067.38,23711256.56,1401451.03,1198886.313
,,716483.375,888997.6875
181196.375,376663.4688,2101493.25,2603630
,142725.6875,11152685.19,10917710.53
287436.375,188580.5625,1492858.25,2047230.5
,,4348519.5,4574809
3874645.25,4789774.563,,
2398711.75,3939979,620495.9375,469392.8438
29128.39844,54741.97656,3546832.75,4301268.875
1546236.418,1323042.773,7551284.797,4648846.203
1418665.75,1715123.875,3626442.5,4331128
,,1445469.625,1706110.25
111097.1328,183477.2656,322385.375,327417.7188
2084172.758,3624365.838,9512453.219,10804593
2615953.281,4851870.219,21340956.09,23733985.38
,,515902.8594,571896.8594
3403161.688,6080785.063,7638384.313,8152767.281
466336015.2,582914625.4,1286615548,1430270332
102065142.4,126872383.8,175555542.9,207740449.8
25556015.59,32585823.84,37149939.34,44754041.81
829951925.6,1097993857,1948393598,2118425549
30244421.8,42685745.03,52367824.49,61267934.45
117208407.7,164297452,46934049.71,48390577.17
,,,
,,,
524616215.6,698169861.4,595595816.9,653658240.4
1315881915,1748701588,1447919109,1696530173
15321942.85,18591657.47,209925588.6,230881596.4
577534.5,565480.75,626299.0313,534347.3438
36917.74609,37863.78516,1112659.281,1154464.844
,,1074216.656,1381965.188
955640.6563,1414904.5,5080308.734,6033880.664
1462964.5,1987659.375,1136871.25,869541.125
12019759.72,16528590.84,40962835.38,46356791.03
119790887.6,106787482.7,157863139.7,183197617.5
593692423.3,724736421.7,1043938278,1193346645
145361368.4,177489871.2,302823015.6,343838814.2
85069803.11,119048119.5,560264392.4,605075941.9
,,,
261017417.4,334930913,1861555522,1916480268
74412445.77,101295845.5,149788256.8,173569877.4
56367923.56,83387187.3,124322269.7,143940673.4
357211937.6,483843208.5,805269501.4,906334203
20154707.25,31697633,27884431.06,31176088.78
53957373,61348181.35,141408817.3,160993926.5
554671912.8,804366192.8,1019834275,1089099585
2187373.25,2669961.5,232699.1875,3121917.25
2973758.094,6742079.344,10581324.25,7793840.656
2642995.414,3447993.438,37780600.19,48439466.5
390103382.8,471035810.3,1536172227,1666655557
3988352,4127242.25,9057949,12907823
91891837.85,114927072.9,313398275.2,329089970.5
563565366.3,755481165.4,2329339785,2639573684
28756446.83,39034974.27,97634281.7,103127493.8
795684710.9,1065833927,2220856757,2339667707
614725794.2,835836474,1052035798,1194239442
8282239.953,12667417.09,30699792.75,37039692.75
8166971.688,12959155,714925.0625,390272.0625
5159944.938,5914456.188,20322.73047,14666.4707
990582.0625,1421557.5,1409068.047,1375886.656
147231939.3,235259438.8,182844673.9,209296391.3
60384948.23,94543523.62,121628574.3,136758266.8
19568682.96,26189190.95,52260986.38,82657272.06
61338341.88,69795105.94,9161301.063,10496455.61
8016283.543,11026240.79,31960611.5,35632235
11235752.56,15723475.13,12480223.38,13870235.91
,,2106602.25,2784329.75
19096652.85,25424332.26,63098641.57,72134895.46
22370.45703,33958.87891,671951.3359,815238.8594
1206246.719,1527684.563,2590985.75,2942817.875
16029060.25,22172182.21,25915017.37,24133798.51
1535124.938,3160995.059,18175767.06,17774961.03
24566629.8,38945224.29,14993511.56,14112509.34
2800288.945,4492294.297,7244035.164,9159527.313
1343348455,1801602728,1310139717,1353604516
43560699.41,52864838.1,187725326.8,204824006.9
5352125869,7105457264,1116358587,1103664823
197657428.1,210107115,4956943.719,4294643.125
42553731,51607777.75,1094879.848,929738.0703
194705411.3,216364612.8,17422494.27,16317497.16
4118299300,5251423322,819139425.5,865465388.1
41513934,51582902,1443413.781,1553574.313
3900776833,4961750525,95954454.88,85560200.08
9153267,10377126.88,,
6224212.5,4735121.938,,
5922714586,7579425357,322115525.5,323404363.5
593842.1563,661659.2656,1004464.219,1084483.625
3264313.625,3511811.75,17560045.88,18224298.41
18781871.81,23533879.69,13556398.78,16743510.73
65290345.97,79251341.65,142642106.9,153722601.7
106918.0547,214321.625,634889.375,684076.5
5397134.719,7119603.587,37090328.31,33424123.75
119317.5313,175878.3438,845744.9375,1017954.813
1648738.875,1538451.375,,
,,478304.3125,562498.4375
18156097.56,25011121.88,20084889.97,24441136.66
58126678.54,75845223.88,41389082.16,42337577.78
3241736.977,3912774.365,9157690.953,9878098.75
,,,
7271119.578,8278105.906,9776170.641,12027927
304491973.2,395448647.8,50429443.98,55485519.94
276013.4375,638716.5,43530.68359,
2046760.875,1838540.438,782640.875,675836.625
647513.4844,875015.2188,5406368,6620693
28393256.28,37071457.69,3971127.695,2427309.162
2060812.875,1896481.125,,873530.625
6638833.133,6469373.219,4669377,4822863.125
84070464.66,104584313.3,61734471.98,63820604.34
23048.67773,,1799077.875,3144007.25
8581753.85,12250748.48,39170473.34,36441623.22
25003212.61,33495066.47,65545934.06,73919701.99
11898371.13,16890265.25,19291283.28,23328496.73
3387467.859,5686478.047,6949127,9812451.25
5638612.041,8524726.672,12832078.81,14281462.19
,,447888,519168.5938
11427762.66,15314923.34,38982342.88,46081075.88
47603693.61,64199541.84,244204405.9,226362993.5
19137114.46,22308960.93,64487910.45,66154902.36
1046545.75,2055381.25,4126379.5,4491553.188
3732778.207,3224925.383,11528728.52,14519609.68
406230.2813,774601.9375,688287.75,711343.25
624416.5625,412931.9375,31865.58203,25103.33398
,,959001.25,956594.4375
9373574.625,13063864.44,1692040.406,1236550.539
58615124.13,70490130.47,29581473.55,29141694.04
210302855.7,280300529.3,1712698622,1866805412
716673.3906,830957.1602,55983433.69,55932487.88
6896508.75,9795681.313,751400.2344,443457.5
2124214.432,2256126.176,8310135.063,9271427.063
28865427.19,36782334.19,53477287.25,54178272.52
1580932.382,1874073.604,17230646.11,17359634.55
115141760.3,160862687.3,1392814100,1578894715
9758296.075,14032262.79,162873972.3,190170398.7
26285994.46,29049381.83,288315450.4,315864537.6
,,2037827,1680882.75
719900.9219,1291396.859,6627994,7051755.375
,,2351352.5,2751348.75
1148458.047,278624.4297,4005983.688,5060633.219
539186.291,532271.0859,12057109.91,15385984.31
1011809.297,1548044.5,10868961.72,11947433.13
5171129.66,7417686.391,18426193.53,18450662.03
184447.4688,404094.8438,3611661.125,1558295.75
100829.8047,,2753614.25,3447458.875
,,2168424.813,1898422.875
446212.3125,144304.2031,4595249,4714254.281
7580677,10157976.75,5070643.344,5000406.438
29462.125,21412.22656,376829.9688,401728.5625
1788658.736,2171067.188,37124712.59,38536507.88
6601633.788,6306715.382,102324461.4,113698798.7
,,,1803946.125
134230494.5,171330778.1,860433022,954988381.8
280418216,350529497.6,1629564561,1641975198
9694.435547,,525011.5469,468762.5781
3714244.25,4360796.625,4526626.75,4986744.5
164991.7969,129904.8809,1927966.063,1911338.875
19499862.88,26715261.4,62543835.5,63646730.81
93118.32031,230885.7813,520899.0469,615865.25
,,4801344.938,4785573.125
144835.9531,241300.0625,245139.125,287321.4688
5303156.953,7060096.484,3396161.012,3360689.891
6743559.125,9872819.75,421472.6719,362143.9219
21198318.09,28349950.41,2411276.875,3410186.594
2197073.25,2906627,265199.2813,
8598361.625,11526576.56,402883.3086,373265.625
5408619.438,8460148.875,4236049.906,4074925.813
18194558.94,27196631.5,8527759.313,9649586.406
28978440.23,40675392.22,11593188.36,10887966.94
116888684.8,141500663.4,1455794587,1651190310
3619249.172,3386908.063,6601683.766,7259544.469
2832319.25,2897528.5,,
7572843.5,10996146.5,1843597,2144372
1883753.938,2083741.125,7873480,9072040
13288356.71,14365136.49,365753.1563,498506.4688
2174446.313,2931549.5,2525368.5,2399931.5
56012102.22,75727052.27,34287828.32,37542495.14
,,872885.9375,1094846.875
,19826.39648,413397.4375,520521.9375
1852758.875,2259822,,
6167092.477,6525080.231,30484545.02,41385871.67
,,590103.625,612619.375
,,231123.7344,226736.5938
8654756.826,7727934.201,45366169.78,49119902.17
,,336820.75,369107.6875
,,14386756.69,15238399.75
,80482.32031,6301898.719,6967332.969
267318.5391,260958.5059,,
2720742.852,3161428.422,11286937.81,11172031.5
28966.94922,22237.33203,563068,711466.6875
102057577.3,145144770.9,49710504.02,44072749.58
66287569.34,80211713.21,64097779.7,70102968.8
129452580.5,176530717.3,5901957.807,7448888.73
7872957.125,11451565.13,202648.3438,554109.8438
7552386.094,8424689.438,4693668.891,4850562.297
2799556.5,2517939,565804.125,
13520158.08,14919393.95,206147856,215768176.9
419564.25,535598.5,1956269.125,1691402.125
251461.4453,301968.542,9201063.75,9812372.125
827923.3086,1307549.635,37601364,42621229.13
,146996.25,2872329.5,3454484
3886264.818,5805629.566,34164041.59,42483139.69
11045876.51,15396140.79,41335351,44014775.32
2380467.875,3384738.125,4777147,5029058.75
1951975.625,3066746.281,10407578.63,12899105.88
,,565453.375,680903.625
146388373.5,181037430.4,63372078.83,65973920.18
1449975.719,2301572.969,4425707.781,4653916.938
8862.378906,7105.810059,4976083.75,7705802.5
6919269.75,11642658.09,19614417.31,15226945.25
26046251.57,33158889.76,68586733,72575777.19
11161912.72,16532184.5,17629467.38,21714701
163774.0625,341081.0625,395363.7813,482194.9063
,,39952.71484,155886.0313
26117436.89,33209019.38,6000695.523,7884913.094
6004316.5,7202853.5,40792.71094,
310190.6563,395216,1146579.25,1311027
659212.625,1005486,76231.65625,74654.10938
2658399.813,3506483.125,7782575.25,8840491.75
266431.2813,372900.7188,1939694,2113958.25
369195711.6,472614131.3,530528344.6,542983823.7
403297204.6,563926661.3,581427197.3,591960417.4
25609154.17,33126210.84,2134053.313,714682.9688
28729.32031,42433.70313,682060.875,600237.6875
868520.0625,1075821.25,613138.9375,529317.6875
11403637.88,9948840.109,3088374.564,3586736.709
9880124.063,15708564.13,2185208,2139229.5
730284.0625,1095097.75,3704659.375,3578751.875
,,1923029.5,2637982.813
132673.5469,,23487052,30421973
6019968.656,6462567.938,24732740.22,29751482.25
28478466.17,38182841.84,347654199.4,379727643.8
2515535.75,3188081,1695122.156,1809951.469
172987.25,262917.8438,2831991,3248303.25
5961830.563,3283155.875,976406.2031,981231.4375
745366546.5,910248561.3,278743881.7,280424428.7
208423.0781,386368.6875,,
3238841.461,4077360,8074603.125,7157265.75
85996782.77,114573580.8,93339629.23,106043664.4
491358417.9,644821583.6,74465458.82,89544476.4
1615032.125,1998717.875,982769.375,
1122017,1278126.178,1367682.781,1507374.188
2768154.219,5010907.063,3419836.516,4594733.863
